"img","target"
"D:\source\proval-docs\static\img\Missing-Dell-OpenManage-Software","e3bc733b-0083-4fbc-bd89-47adbabe738e"
"D:\source\proval-docs\static\img\Monitor-MySQL-New-Users","5ca4395e-3e6f-476c-a75e-87751957751f"
"D:\source\proval-docs\static\img\Monitor-Override---Change","ddad0c3b-65e2-436a-bdba-54f696ac5bbb"
"D:\source\proval-docs\static\img\Monthly-SFC-Scan","876cdd82-d35f-4112-91d1-806bb5215d19"
"D:\source\proval-docs\static\img\Move-Agent-to-Retired-Assets-and-Create-Ticket","b091a26a-23d5-43cc-a00b-0075e2940ad2"
"D:\source\proval-docs\static\img\Move-Agent-to-Retired-Assets-Autofix","960ebb92-13ba-4d19-9b02-5e0ce55db592"
"D:\source\proval-docs\static\img\Move-New-Agent-to-Matching-Location-(DomainRouter)","f04ef005-9203-4967-9bcc-11457c91d2dc"
"D:\source\proval-docs\static\img\Mozilla-Firefox---Extension---Install","d1bcd7a6-8544-4f1e-a20a-8470be76820e"
"D:\source\proval-docs\static\img\Mozilla-Firefox---Extension---Remove","ac3caa49-5cb4-464b-be99-73433d16ba81"
"D:\source\proval-docs\static\img\Mozilla-Firefox---Homepage---Remove","c09afc4e-2ed0-4e85-9beb-e8b54082568e"
"D:\source\proval-docs\static\img\Mozilla-Firefox---Homepage---Set","d86f7be6-b88d-4829-8f0e-9b2d6b9dc645"
"D:\source\proval-docs\static\img\Mozilla-Firefox---Remove-Homepage","21929424-6cad-41b0-b039-ee798fc38ff7"
"D:\source\proval-docs\static\img\Mozilla-Firefox---Set-Homepage","64cddf50-a662-4745-b9d3-79f625be4ce1"
"D:\source\proval-docs\static\img\MSP-Automation-Metrics---plugin_proval_h_msp_metrics","408bb0fc-cfe0-4ea3-8e77-af13c41e054e"
"D:\source\proval-docs\static\img\MSRT-Scanner","e84b3dd2-284b-4384-b972-4a02feaa7b37"
"D:\source\proval-docs\static\img\MSSQL-Database-Version","a13ca3c7-a75d-4549-9056-dd0b79e4caeb"
"D:\source\proval-docs\static\img\MySQL---Permission---Set-agentdeploymentreadinesscheck-Table-Permissions","417bc415-aa42-401f-b748-0f2715e4a239"
"D:\source\proval-docs\static\img\MySQL---Permission---Set-Custom-Table-Permissions","7819fc75-aeae-457b-a451-59221396e900"
"D:\source\proval-docs\static\img\MySQL---Table---Create-(plugin_proval_windows_os_support)","09d6c579-dbce-4876-81aa-0ab7cf5432b1"
"D:\source\proval-docs\static\img\MySQL---View---Create---plugin_proval_v_monitoraudit","e4221ae7-3cd9-4019-9d65-1f8ae2e58d33"
"D:\source\proval-docs\static\img\MySQL---View---Create---Plugin_ProVal_V_Patch_Count_Status","7b802d5b-f445-41d6-b3e4-30986c3102a0"
"D:\source\proval-docs\static\img\MySQL---View---Create---Plugin_ProVal_v_Patching_Metrics_Overview","9aa26b60-2171-43e5-bb14-8bf274a237a4"
"D:\source\proval-docs\static\img\MySQL---View---Create-(plugin_proval_probeconfig)","5bee0fdf-d4c0-4158-8d69-ba49f43b66c5"
"D:\source\proval-docs\static\img\MySQL---View---Create-(pvl_cu_compliance)","c2b0a6aa-75cd-4711-80b6-de9bcfe8ea33"
"D:\source\proval-docs\static\img\MySQL---View---Create-(pvl_patch_cu_compliance)","b1963e10-77b2-444a-80ac-9cfded3ab8a4"
"D:\source\proval-docs\static\img\MySQL---View---Create-(pvl_Scheduled_Scripts)","494c2d2c-2f37-45b7-9eb0-130ff3aac45c"
"D:\source\proval-docs\static\img\MySQL---View---Create-(pvl_scripts_memberof)","8c15555e-049e-4bf3-8a29-6446e2b2d05d"
"D:\source\proval-docs\static\img\MySQL---View---Create-(pvl_v_windows_version_metrics)","baeb3063-b28b-4eae-975d-e55af60c0466"
"D:\source\proval-docs\static\img\Net-Firewall-Monitoring","f2fbf2cf-e131-46c6-88ae-0e18ee587dc8"
"D:\source\proval-docs\static\img\Network-Devices---Enable-External-Sync","93a9567a-d04c-449d-b9d9-d2b68ffa3293"
"D:\source\proval-docs\static\img\Network-Devices---Offline-Ticket-Enabling","c630e0b8-da8d-4188-aa83-4c4c7e421d92"
"D:\source\proval-docs\static\img\Network-Probe---Deployment-Passwords---Verify","47542900-8cc8-4f35-81e8-cce4169d50f4"
"D:\source\proval-docs\static\img\Network-Probe---Disable","0cf62bc5-b926-499c-9f40-57824d293dff"
"D:\source\proval-docs\static\img\Network-Probe---Enable","46629c59-bae2-49d8-80ac-12267a8ccc5b"
"D:\source\proval-docs\static\img\Network-Probe---Silent-EXE-URL-Generator","babcfa7d-a4cd-404f-9375-e2498856ff24"
"D:\source\proval-docs\static\img\Network-Probes","0d3e8cd2-8055-42bb-8559-098e60a9db42"
"D:\source\proval-docs\static\img\New-Domain-Admin-Monitor---Create","73adabc6-03cb-4979-9c62-97acc98308da"
"D:\source\proval-docs\static\img\New-Domain-Admins","376db2a5-e76b-426f-b696-6791c83ab626"
"D:\source\proval-docs\static\img\New-Local-Admin-Monitor---Create","c3e994ea-ed6d-4ae8-a4dc-0200d87208d5"
"D:\source\proval-docs\static\img\Nightly-Database-Backup-Monitoring","002e4435-9142-4373-a857-6bf91c16d7af"
"D:\source\proval-docs\static\img\ninja-one-automation-deploy-vulscan-discovery-agent-macintosh","b97b3d2c-ecc6-42ff-9236-36b14765c9b7"
"D:\source\proval-docs\static\img\ninja-one-automation-deploy-vulscan-discovery-agent-windows","63fe40e5-e5c7-4a31-bfdf-32bdb55b6771"
"D:\source\proval-docs\static\img\ninja-one-automation-duo-deployment-macintosh","059819a5-8b95-40d1-ac89-b33858e864a0"
"D:\source\proval-docs\static\img\ninja-one-automation-duo-deployment-windows","3cc5e786-f5bd-4a86-85c6-89278fccaa65"
"D:\source\proval-docs\static\img\ninja-one-automation-install-huntress-agent-macintosh","69915d4b-f3e4-4192-b71c-e77559fe9d7f"
"D:\source\proval-docs\static\img\ninja-one-automation-install-huntress-agent-windows","3cc5e786-f5bd-4a86-85c6-89278fccaa65"
"D:\source\proval-docs\static\img\ninja-one-automation-windows-server-roles-detection","5cda8c79-bcd0-4226-b5a4-db846b9b35a9"
"D:\source\proval-docs\static\img\ninja-one-automations-common-screenshots","b97b3d2c-ecc6-42ff-9236-36b14765c9b7"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-deploy-vulscan-discovery-agent-macintosh","6cd46a25-ff1e-42db-9bed-9ea70cbaf8c0"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-deploy-vulscan-discovery-agent-windows-servers","256083db-4ee7-435d-9ce4-ba56e937b733"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-deploy-vulscan-discovery-agent-windows-workstations","6cd46a25-ff1e-42db-9bed-9ea70cbaf8c0"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-duo-deployment-macintosh","efef6d5d-b853-46a5-8b7b-3d248a55e7a0"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-duo-deployment-windows-servers","1f8e6ed3-ac24-40a5-8238-4c52f259c157"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-duo-deployment-windows-workstations","efef6d5d-b853-46a5-8b7b-3d248a55e7a0"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-install-huntress-agent-macintosh","6e7c65c3-3a14-433e-9cbb-617674c1aff0"
"D:\source\proval-docs\static\img\ninja-one-compound-condition-install-huntress-agent-windows","6e7c65c3-3a14-433e-9cbb-617674c1aff0"
"D:\source\proval-docs\static\img\ninja-one-compound-conditions-common-screenshots","6cd46a25-ff1e-42db-9bed-9ea70cbaf8c0"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-autopush","3ce9e690-2bf1-4e78-9e66-04960f3f1b25"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-deployment","3ce9e690-2bf1-4e78-9e66-04960f3f1b25"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-deployment-exclude","a27efdd4-32a9-4d9f-9aad-094543b49ffa"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-enableoffline","4db3e2e3-adfc-465a-8dc8-026b2fc77b45"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-failopen","b3cbbe5c-f1a6-4f9f-99b7-9b0dbbca574e"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-hkey","b8a5b5bd-a7fe-4cd5-aae4-81a25a0be7fa"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-ikey","ca460823-862e-4c38-8a30-72474f2b1b5a"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-rdponly","1bef21cf-30ae-4f56-ab2b-8f2b6165806a"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-skey","868d35d1-fe4e-4e65-b7a5-7661d0d33405"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-smartcard","f0c8a089-0c1b-4056-8375-c3601acc968d"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-uacoffline","bb3f2e8b-d772-4f42-9bb0-da16facafa0e"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-uacofflineenroll","a83d55b5-c765-4a82-84e1-03fbeb3e8606"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-uacprotectmode","61453e58-57fd-425e-aa68-0a1e003784d5"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-usernameformat","61453e58-57fd-425e-aa68-0a1e003784d5"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-duo-wrapsmartcard","f7519fa5-6ffd-49a1-aab2-d63e3d1c1d3e"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-huntress-account-key","2b62c710-cd01-4c0a-ab26-58f637e3226a"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-huntress-deployment","67554954-e8da-48af-bda9-13a6a37c8295"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-huntress-install-exclude","bdb92684-f093-49f8-9568-09874f9f79d5"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-huntress-org-key","a746555d-f311-449f-ace0-c8a3b67a2ba4"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-huntress-tags","ac9bd64b-0327-4879-931d-128936bc43a6"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-roles-detected","e9ec73dd-98b1-4436-a027-4ee8906f7cba"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-vulscan-discovery-agent-deployment","317af03f-eb40-4f3f-a0e7-0b1433f2c2e1"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-vulscan-discovery-agent-exclude","685d8bef-ebda-40cb-a997-a7f9a208c837"
"D:\source\proval-docs\static\img\ninja-one-custom-field-cpval-vulscan-install-key","ea08b033-7c1f-48e4-a58d-1851ea84932e"
"D:\source\proval-docs\static\img\ninja-one-custom-fields-common-screenshots","3ce9e690-2bf1-4e78-9e66-04960f3f1b25"
"D:\source\proval-docs\static\img\ninja-one-groups-common-screenshots","9316845d-5924-4397-80eb-7ecd6b27a1e1"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-application-servers","9316845d-5924-4397-80eb-7ecd6b27a1e1"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-certificate-authority-servers","2b5f6e75-c2d7-4c48-b147-dee2527d9922"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-dhcp-servers","0a1bc9ec-0905-4070-894a-99c8527222fa"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-dns-servers","98db2e18-5f75-429f-a714-170025450b63"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-domain-controllers","8190880d-75c3-40cb-b6b0-4b417091fea3"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-essentials-servers","be3e8ffa-2c72-44d0-ad0f-d540621297bd"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-exchange-servers","adafb1f3-2479-4e1a-97cf-def85bf8d569"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-fax-servers","20beea1d-11fc-45c4-a09f-26b7ae45f362"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-federation-servers","18b85f9f-084b-4862-a58c-3de6996ebf52"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-file-servers","58235f08-f095-4242-955f-d369947fb512"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-fsmo-domain-naming-master","61a7e090-eceb-475b-9080-16e288327411"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-fsmo-infrastructure-master","2457d317-b37a-46e4-9f1d-c8687ed8ef62"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-fsmo-pdc-emulator","4cccc5a2-14f6-4fb0-aa05-1697b09b71f3"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-fsmo-rid-master","06def974-103d-4c54-b227-08ac5c6f2b17"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-fsmo-schema-master","c5dffd43-67a3-47af-83ef-68e24c4e6c07"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-health-attestation-servers","017bdfd2-819f-4927-b932-0a9d901269fa"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-hgs-servers","4e0d2ac4-0cfd-4b77-8714-10d7e82d9f3f"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-hyper-v-host","cf5d5ac8-bc9c-400d-a130-2e19866df942"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-lds-servers","4f82968d-8ba6-4548-a7c4-76df6e08fc1e"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-mssql-servers","f54e6bdd-85a5-4f32-8dae-1f20874bd8c9"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-mysql-servers","6775c1f0-69b0-42e7-bdec-1fb373c976a3"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-nps-servers","d743519c-45d0-4adb-80c9-775e4b5273d2"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-print-servers","3dc58c7d-f2b2-42f1-9417-c075a8e268d7"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-rds-servers","95fa08c8-b695-49ea-b966-ec19d35f1530"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-remote-access-servers","ef8d1997-f627-4f48-84ad-4408821023bc"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-rms-servers","89562472-df5d-4440-a6b8-fafb0a722276"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-sharepoint-servers","bd7972f7-1175-463f-8b6f-3cf1d5fdbf99"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-veeam-bdr","0a0787f3-c7e8-4cf2-8522-3253ec7d915b"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-volume-activation-servers","77a5bf0c-9f6e-49ca-aec3-dc22671bc5ac"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-wds-servers","97d48d7a-a94f-4fd8-bc43-e4b3b10c79c5"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-web-servers","e06f0af4-33e6-4a5a-93eb-5e56e8b06e0d"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-server-role-wsus-servers","421f9858-2a1c-4f38-b788-8b38e979095e"
"D:\source\proval-docs\static\img\ninja-one-groups-cpval-windows-servers","c73e004e-6a9c-40e4-8e74-babb4b729256"
"D:\source\proval-docs\static\img\ninja-one-solution-duo-deployment","a11cd829-a491-4cb1-a7c1-3f56fa8c7557"
"D:\source\proval-docs\static\img\ninja-one-solution-huntress-agent-deployment","e0ad73d2-fcab-43f0-9866-72a48623ef48"
"D:\source\proval-docs\static\img\ninja-one-solution-vulscan-discovery-agent-deployment-ninja-one","8d79f7ef-5984-44b9-9ed2-ae1368fbb50a"
"D:\source\proval-docs\static\img\ninja-one-tasks-common-screenshots","8bbf34f6-8c05-4776-9f8c-c589944b4042"
"D:\source\proval-docs\static\img\ninja-one-tasks-windows-server-roles-detection","8bbf34f6-8c05-4776-9f8c-c589944b4042"
"D:\source\proval-docs\static\img\NinjaOne-Repair-Windows-Update","d7bb77e6-e7b8-45d2-9fa7-f109574aa887"
"D:\source\proval-docs\static\img\ninjarmm-automations-remove-pua","a69cad76-0704-423b-88af-d23c49c9fc79"
"D:\source\proval-docs\static\img\NinjaRMMAgent-Uninstaller","52254d14-bc24-4f32-bb3c-7447756ec15f"
"D:\source\proval-docs\static\img\NTLMv1.1-Detection","8e107867-6d8d-4b6c-aa10-20f8da59fdca"
"D:\source\proval-docs\static\img\O365---Audit-Users-to-Custom-Table-DV","c4cb8f27-762f-4ebc-9840-f5cb7712a05d"
"D:\source\proval-docs\static\img\Offboarding","5721d83a-3303-4dc2-97ca-118683da0690"
"D:\source\proval-docs\static\img\Offboarding-Wrapper","1fef1360-cfd3-4a3f-8444-207c09fb5a78"
"D:\source\proval-docs\static\img\Office-2013-Modern-Auth---Command","b6a6f79c-ee8a-43f8-8965-98b1ce40a9a0"
"D:\source\proval-docs\static\img\Office-Activation-Status","a4b90ce5-21c6-40c4-9158-ff60bd08a53f"
"D:\source\proval-docs\static\img\Office-C2R-Auditing","4611eb6b-e00e-4e38-9935-531f71852e8c"
"D:\source\proval-docs\static\img\Office-C2R-Update-Schedule-Select-(macOS)","bf426f89-7da1-4f4b-88b7-03983136458c"
"D:\source\proval-docs\static\img\Office-Update-Disable","e868b055-6f03-438c-a4d3-33a100317fb5"
"D:\source\proval-docs\static\img\Office-Update-Enable","62b1555c-706c-433c-a053-329a63db0dd0"
"D:\source\proval-docs\static\img\Offline-Agents---Auto-Retire---Manual-Execution","90249a1b-07b1-4ac5-8e3e-3b910d4d7b9a"
"D:\source\proval-docs\static\img\Offline-Agents---Auto-Retire---Pre-Audit-No-Action,Email","a47f9f1e-356c-4b1c-aa02-47d70788ac05"
"D:\source\proval-docs\static\img\Offline-Machines-Detection-per-client-Global","cbc62993-0c72-4826-bdfa-bf0aa498891f"
"D:\source\proval-docs\static\img\OneDrive---Backup-Status","bf26e767-9125-4b51-a950-ec3d3dc32f8b"
"D:\source\proval-docs\static\img\Onedrive-Uninstallation","86b3fe11-be22-4721-8626-ba34a5bf4419"
"D:\source\proval-docs\static\img\Online-Status-Alerting","71b6a39c-0d61-4959-8f1e-69b1cc84d182"
"D:\source\proval-docs\static\img\Online-Status-Alerting---Autofix---Update-Ticket-+-Email-EDF","71b6a39c-0d61-4959-8f1e-69b1cc84d182"
"D:\source\proval-docs\static\img\Online-Status-Alerting---Update-EDFs-Param","79f11a31-7ae1-4e12-a9d7-581e809aaa2e"
"D:\source\proval-docs\static\img\Open-Hyperlinks-From-Outlook-in-Default-Browser","3cc9953c-254c-4d50-9520-cbdb7e6ef23c"
"D:\source\proval-docs\static\img\OSX---File-Vault-Audit","6c8b7535-ef72-4635-a968-60261dea67de"
"D:\source\proval-docs\static\img\Out-of-Date-CU-_-Autofix-Required","7ef49988-2b75-441e-9373-bda734a03ea1"
"D:\source\proval-docs\static\img\Out-of-Date-CU-_-Install-Failure","12423bcf-17d9-417e-ad6e-b862dd04f184"
"D:\source\proval-docs\static\img\Out-of-Date-CU-_-Reboot-Pending","87d623c4-d8e2-4c25-b838-f9c0dee5043d"
"D:\source\proval-docs\static\img\Out-of-Date-Cumulative-Update-(Autofix)","1d9dbd69-f735-4129-8c9d-e72430313371"
"D:\source\proval-docs\static\img\Out-of-Date-Cumulative-Update-(Post-Reboot-Verification)","34205607-a9c5-463b-9a45-9f7ac02c0d71"
"D:\source\proval-docs\static\img\Out-of-Date-Cumulative-Updates-Autofix","5e2c781f-761a-42f8-8d0a-d2866c2318b5"
"D:\source\proval-docs\static\img\Out-of-Date-Cumulative-Updates-Autofix-without-Ticketing","5e2c781f-761a-42f8-8d0a-d2866c2318b5"
"D:\source\proval-docs\static\img\Outlook---Office-Address-Book-Removal","a0367fce-be4b-474d-8ea1-259d81a33858"
"D:\source\proval-docs\static\img\Over-90-Licenses-Used-G","b3d41d1c-e687-4e39-811a-83d6fb99c14d"
"D:\source\proval-docs\static\img\OverFlowedVariable---SQL-Insert---Execute","34cee8fe-1b6b-4558-a890-2face427ceb8"
"D:\source\proval-docs\static\img\Patch-Accounting","53163c7a-3281-4825-ba22-4e22c8c5b35e"
"D:\source\proval-docs\static\img\Patch-Compliance-Reporting-Solution","6dd7be85-8983-413b-8f56-1426446f25da"
"D:\source\proval-docs\static\img\Patch-Compliance-Reporting-SQL-Import-Attachment","d031272f-71dd-46c3-af06-327cac5c648a"
"D:\source\proval-docs\static\img\Patch-Config-Audit","6d50548e-014d-4bca-aab6-2941f36045e2"
"D:\source\proval-docs\static\img\Patch-Error-Troubleshooting","02e56369-332e-4f57-a325-2df8585b0c2c"
"D:\source\proval-docs\static\img\Patch-Manager---WUA-Settings-Validation","1f78325c-968a-4a73-ba85-2a18c061063e"
"D:\source\proval-docs\static\img\Patch-Not-Set---Count","73399399-1acc-444b-bf16-73f6b534a35b"
"D:\source\proval-docs\static\img\Patches-Not-Installing--X-Days","663a6cf8-f3da-4a44-9725-73aae8d4d954"
"D:\source\proval-docs\static\img\Patching-and-Cumulative-Update-Compliance-Report","198f0265-3e5b-4828-9e86-dfe727bc2d1c"
"D:\source\proval-docs\static\img\Patching-Metrics","e2d2f876-2e03-4d97-b0a1-eb17b666aad2"
"D:\source\proval-docs\static\img\Plugin_ProVal_V_Patch_Count_Status","c1fad1cd-7320-472e-b20e-3d8fa620f0db"
"D:\source\proval-docs\static\img\Point-and-Print-Nightmare-Check","d65da81c-76ee-429a-a007-9ef788f2ee51"
"D:\source\proval-docs\static\img\Possible-Brute-Force-Attack","a520b645-036d-45ce-8ca6-8f3d31ee30cc"
"D:\source\proval-docs\static\img\Possible-Brute-Force-Attack-G","a520b645-036d-45ce-8ca6-8f3d31ee30cc"
"D:\source\proval-docs\static\img\Power-Management---No-Sleep-on-AC-Power","150f9b38-2ff8-457d-9293-943a2d038d04"
"D:\source\proval-docs\static\img\Power-Plan---Audit-DV","6e9ec56b-ba57-48cd-8dff-e659c30d2f3d"
"D:\source\proval-docs\static\img\Power-Plan---Enable","a170b385-7464-478e-b1cc-d357a8840e45"
"D:\source\proval-docs\static\img\Power-Plan---Remove","43d84d2d-f385-4bd4-938a-0989956a8a38"
"D:\source\proval-docs\static\img\Power-Plan---SetCreate","8d2a9b84-38b6-460f-9e9e-3992ea6fd448"
"D:\source\proval-docs\static\img\Power-Plan-Management","e7911ff5-d709-4ba0-b847-16969445c19b"
"D:\source\proval-docs\static\img\Powershell-V2---Disable","9e2ff280-a904-48c5-b2de-017c77881147"
"D:\source\proval-docs\static\img\PowerShell-Version","da7e6b68-3ac3-4d15-9969-ca843a187d2d"
"D:\source\proval-docs\static\img\PowerShell-Version-Audit","da7e6b68-3ac3-4d15-9969-ca843a187d2d"
"D:\source\proval-docs\static\img\PowerShell-Version-Information","a8419e91-9e07-4f16-be4b-769c78f86f1b"
"D:\source\proval-docs\static\img\PowerShell-Version-Update","2aa9b667-3d41-4fa3-b44b-7d4389e8dd6c"
"D:\source\proval-docs\static\img\Predictive-Hard-Drive-Failure","fbd607cd-0450-4fca-9f2c-2567a2af58d3"
"D:\source\proval-docs\static\img\Predictive-Volume-Exhaustion-Monitor-Creation","d353ba91-e58f-4afb-b5da-1ac2eaeb2006"
"D:\source\proval-docs\static\img\Predictive-Volume-Space-Exhaustion-Monitoring","a367bf9d-8782-4500-a1b8-adbb757f23fc"
"D:\source\proval-docs\static\img\Prevent-Saving-Browser-Passwords-(IE.Chrome.FF,Edge)Params,ss","5c889aef-ed96-405b-b44f-511436105f2c"
"D:\source\proval-docs\static\img\Prevent-Saving-Browser-Passwords-(IE.Chrome.FF)","5e0e3054-ce35-494b-bdde-c8b0c56305d0"
"D:\source\proval-docs\static\img\Printer-Change-IP","631186de-253a-4bd7-8197-958cb1ed7b68"
"D:\source\proval-docs\static\img\Property---Set","2b64bf00-b8b2-499b-b9d2-70d218f18cfb"
"D:\source\proval-docs\static\img\Protect-Screen-Lock","a2e5e9e8-7601-42a9-9941-88a5142ee69a"
"D:\source\proval-docs\static\img\Proval---Client-Specific---Network-detected-computers-without-MSP-specific-automate-instance","13499ef6-0959-4222-9298-a3a36d81f2d3"
"D:\source\proval-docs\static\img\ProVal---Production---Disable-AI-Recall","c9ef3af9-ea83-467d-a5b7-e34248ab65c5"
"D:\source\proval-docs\static\img\ProVal-Internal-Monitor-Detailed-Report","ad298109-c6b4-4af4-8ef1-37ba43db737f"
"D:\source\proval-docs\static\img\Proval-Maintenance","21a017d1-11e9-40ea-817f-d5503da5bfc8"
"D:\source\proval-docs\static\img\ProVal-Production---Network-Glue---Deployment","4e0f7314-bf88-44de-a162-139c191e6e09"
"D:\source\proval-docs\static\img\ProVal-Remote-Monitor-Detailed-Report","643ad45a-2d91-4f87-8bb3-6e7c71af3cd1"
"D:\source\proval-docs\static\img\ProVal-Script-Detailed-Report","d40bdcb8-dd08-460d-9be8-d9773ac32e93"
"D:\source\proval-docs\static\img\Purge-IIS-Logs-Older-than-X-Days-Param","a7a7e04e-384d-4018-87c5-6abf2d2b2fb2"
"D:\source\proval-docs\static\img\Queue-Script","c96624e1-038a-45ca-a6d0-645a629af721"
"D:\source\proval-docs\static\img\QuickPass-Agent-Deployment","65d0dbb6-29c1-4242-841c-1da9b92edab6"
"D:\source\proval-docs\static\img\QuickPass-Install","be55048c-2522-408a-b4a9-ba42e5fbcbe5"
"D:\source\proval-docs\static\img\RDS-Hosts---Allow-New-Connections-Status","18fd9d3f-f0cd-4040-b89f-ec059c405609"
"D:\source\proval-docs\static\img\Re-Register-Huntress-Agent-Windows","6cf7ba91-b78d-4368-91a2-43095fad952b"
"D:\source\proval-docs\static\img\Reboot---Forced-with-30-Min-or-Custom-Maintenance-Mode","8ea82e33-879c-47d6-93a2-e33801126e54"
"D:\source\proval-docs\static\img\Reboot---Forced-with-Time-Window-Verification","eb54bf63-7c3d-4db0-a76d-d421eb07a243"
"D:\source\proval-docs\static\img\Reboot---Forced-with-Time-Window-Verification-&-Verify-Reboot","eb54bf63-7c3d-4db0-a76d-d421eb07a243"
"D:\source\proval-docs\static\img\Reboot---Schedule-on-Specific-Days","f1ad69eb-ffe8-4396-a3f4-d380d155b120"
"D:\source\proval-docs\static\img\Reboot-Pending---Servers","b456d0ae-a456-4a35-85c2-c9b44eef2844"
"D:\source\proval-docs\static\img\Reboot-Pending-Check-Automation","89e1f1cd-9b80-4874-96c6-f1e8b067298e"
"D:\source\proval-docs\static\img\Reboot-Pending-Servers","9be930d0-0f3e-40c2-8135-3a77e59a1e9e"
"D:\source\proval-docs\static\img\Reboot-Pending-Servers-per-client---Ticket-Creation","9be930d0-0f3e-40c2-8135-3a77e59a1e9e"
"D:\source\proval-docs\static\img\Reboot-Pending-Servers-per-client---Ticket-Management","0d5f27c6-fa65-4a98-b32d-61426505aa1c"
"D:\source\proval-docs\static\img\Reboot-Prompter","7876f32c-a5ec-4b58-9f7e-b60b710e19d5"
"D:\source\proval-docs\static\img\Reboot-Prompter-(Deprecated)","1aae141d-3854-4dde-b35f-69db58204fed"
"D:\source\proval-docs\static\img\Reboot-Prompter-Deployment---Auto","93faad94-8731-4fd5-afd0-0ae2a669fc05"
"D:\source\proval-docs\static\img\Reboot-Prompter-Deployment---Manual","284c0ff4-381a-45c0-8282-aa6ac4c3da20"
"D:\source\proval-docs\static\img\Reboot-TriggerSchedule","c0aece55-4e18-4914-9e43-965c8c9e23a6"
"D:\source\proval-docs\static\img\Register---ChromiumExtension","905d7834-84e6-474a-9dc4-0e34a2e8408a"
